date,cnpj,nome,nav
2023-03-09,01.174.068/0001-50,PRIVATE IZA MULTIMERCADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,105913064.95
2015-05-27,01.174.075/0001-51,,0
2023-03-09,01.197.545/0001-00,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA SATURNO,114820732.47
2016-01-19,01.214.080/0001-40,,0
2023-03-09,01.214.092/0001-75,BTG PACTUAL DISCOVERY FUNDO DE INVESTIMENTO MULTIMERCADO,220886052.27
2023-03-09,01.221.890/0001-24,CSHG VERDE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,813101319.29
2023-03-09,01.231.931/0001-63,OMEGA - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,21090878.07
2015-11-05,01.249.380/0001-65,,0
2010-02-01,01.257.762/0001-30,,0
2018-01-05,01.259.660/0001-54,WESTERN ASSET TOP TARGET DI FICFI RENDA FIXA REFERENCIADO,0
2017-05-24,01.260.187/0001-25,PORTO SEGURO PARCEIROS RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO LONGO PRA,6285887.46
2023-03-09,01.271.827/0001-00,ITAÚ PRIVATE RENDA FIXA EXCELLENCE - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,420433854.14
2013-04-02,01.275.614/0001-49,,0
2016-07-05,01.284.482/0001-11,FUNDO DE INVESTIMENTO RENDA FIXA IDEAL LONGO PRAZO,0
2013-08-09,01.286.999/0001-40,,65589993.36
2021-11-18,01.290.897/0001-06,FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO JÚPITER - INVESTIMENTO NO EXTERIOR,0
2011-05-26,01.307.306/0001-58,,0
2023-03-09,01.309.845/0001-26,CSHG SUNRISE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE,139467081.24
2016-07-05,01.323.834/0001-09,FIDELIDADE L FUNDO DE INVESTIMENTO RENDA FIXA PREVIDENCIÁRIO,0
2010-04-19,01.327.100/0001-90,,0
2023-03-09,01.340.605/0001-94,ITAÚ BBA CORPORATE RENDA FIXA CURTO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2458479.29
2023-03-09,01.353.260/0001-03,BANRISUL AUTOMÁTICO FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO,1655101006.49
2017-09-29,01.353.624/0001-55,S FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,0
2023-03-09,01.353.626/0001-44,SELEÇÃO GUIDE MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,78968959.98
2023-03-09,01.361.072/0001-27,TOP RENDA FIXA MIX CRÉDITO PRIVADO LONGO PRAZO - FDO DE INVEST EM COTAS DE FDOS DE INVEST,7458045.45
2023-03-09,01.361.073/0001-71,,21696177.24
2023-03-09,01.361.074/0001-16,TOP RENDA FIXA MIX CRÉDITO PRIVADO LONGO PRAZO - FUNDO DE INVESTIMENTO,3250149003.85
2022-02-08,01.363.042/0001-50,FUNDO DE INVESTIMENTO RENDA FIXA MAPFRE PRIVADO I,100666618.74
2014-02-12,01.368.005/0001-34,,0
2023-03-09,01.375.954/0001-41,PLANNER FUNDO DE INVESTIMENTO MULTIMERCADO,32441653.4
2013-06-07,01.380.259/0001-78,,0
2023-03-09,01.380.701/0001-66,SANTANDER PB VII MULT CRÉD PRIV FI,90637670.82
2023-03-09,01.392.020/0001-18,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO PGBL/VGBL FUTURE COMPOSTO III,30887032.54
2023-03-09,01.392.021/0001-62,BRADESCO H FC DE FUNDOS DE INVESTIMENTO RENDA FIXA PGBL/VGBL FUTURE,786194581.19
2021-10-08,01.394.744/0001-09,BB MULTIMERCADO LP MACRO  200 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0
2020-09-30,01.396.302/0001-93,BB NOSSA CAIXA RENDA FIXA REFERENCIADO DI LP 100 FUNDO DE INVESTIMENTO EM COTAS DE FI,13768592.47
2023-03-09,01.410.032/0001-28,BB CAP FUNDO DE INVESTIMENTO RENDA FIXA,4718251796.61
2018-01-04,01.414.891/0001-95,BTG PACTUAL HIGH YIELD FUNDO DE INVESTIMENTO MULTIMERCADO,0
2014-01-23,01.418.947/0001-80,,0
2012-12-10,01.424.040/0001-23,,0
2023-03-09,01.424.041/0001-78,BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA ÁGUIA,128719694.05
2010-10-06,01.425.335/0001-14,,0
2023-03-09,01.430.938/0001-04,BTG PACTUAL DOLAR FUNDO DE INVESTIMENTO CAMBIAL,110183750.32
2023-03-09,01.433.414/0001-77,ITAÚ PERSONNALITÉ PRÊMIO RENDA FIXA REFERENCIADO DI FUNDO DE INVEST EM COTAS DE FDOS DE INVEST,36488562.48
2023-03-09,01.434.078/0001-87,RT SCALA RENDA FIXA FUNDO DE INVESTIMENTO,1127048267.59
2012-01-05,01.436.943/0001-24,,0
2016-07-12,01.452.422/0001-60,,0
2022-09-20,01.452.621/0001-79,PB II FICFI MULTIMERCADO CRÉDITO PRIVADO IE,0
2023-03-09,01.464.595/0001-07,CSHG FUNDO DE INVESTIMENTO CAMBIAL,44629301.66
2017-10-03,01.465.733/0001-64,SANTANDER FI SELEÇÃO AÇÕES,0
2023-03-09,01.490.766/0001-64,WESTERN ASSET DI GOLD FICFI RENDA FIXA REFERENCIADO,6597552.68
2011-01-07,01.496.500/0001-29,,0
2010-02-24,01.496.501/0001-73,,35667077.75
2023-03-09,01.496.940/0001-86,BRAM H FUNDO DE INVESTIMENTO AÇÕES INSTITUCIONAL,124035007.08
2022-07-14,01.498.756/0001-75,ITAÚ VERSO W RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0
2015-04-15,01.504.098/0001-87,,194665966.46
2023-03-09,01.508.152/0001-62,BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA ASSURANCE,5224564.45
2023-03-09,01.525.057/0001-77,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES CAIXA IBOVESPA,95502503.03
2017-08-15,01.531.571/0001-15,LWP FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO FATOR MULTIMERCADO,4199999.99
2014-04-17,01.536.187/0001-05,,0
2011-04-01,01.536.195/0001-51,,0
2023-03-09,01.536.201/0001-70,TARGET D - FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,110707865.9
2018-11-26,01.536.204/0001-04,,0
2016-06-15,01.537.488/0001-53,,0
2010-03-09,01.538.345/0001-66,,0
2023-03-09,01.541.649/0001-82,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO GOLDEN PROFIT CONSERV,4010169.67
2011-05-11,01.543.332/0001-85,,0
2019-12-16,01.549.381/0001-25,BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO DYNAMIC,0
2021-08-26,01.553.455/0001-05,BB EXCELÊNCIA 21 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO,0
2016-05-13,01.554.837/0001-45,,0
2023-03-09,01.561.079/0001-92,WESTERN ASSET DI DAILY FICFI RENDA FIXA REFERENCIADO,3983458.34
2023-03-09,01.562.582/0001-62,BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO ATIVO,429595209.95
2022-03-24,01.562.963/0001-41,FCOPEL FUNDO DE INVESTIMENTO RENDA FIXA IMA-B II CRÉDITO PRIVADO,0
2017-12-07,01.569.618/0001-30,ALFA INVESTOR DI - FUNDO DE INVESTIMENTO RENDA FIXA  REFERENCIADO LONGO PRAZO,14461611.54
2016-01-11,01.575.640/0001-92,,0
2018-12-19,01.576.619/0001-01,,0
2023-03-09,01.578.474/0001-88,BB AÇÕES TECNOLOGIA BDR NÍVEL I FUNDO DE INVESTIMENTO,396253554.61
2021-03-19,01.578.476/0001-77,BB CARTEIRA ATIVA FUNDO DE INVESTIMENTO EM AÇÕES,0
2023-03-09,01.587.403/0001-41,BANESTES VIP DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA REFERENCIADO DI,272219740.32
2023-03-09,01.590.019/0001-06,ITAÚ PRIVATE SELECT AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,4051650.91
2023-03-09,01.591.605/0001-67,SANTANDER RENDA FIXA REFERENCIADO DI INSTITUCIONAL FUNDO DE INVESTIMENTO,4534962684.78
2013-08-08,01.594.059/0001-18,,2217482.44
2012-08-17,01.595.245/0001-71,,0
2023-03-09,01.597.187/0001-15,SPECIAL RENDA FIXA REFERENCIADO DI - FUNDO DE INVESTIMENTO,96252564851.78
2017-05-25,01.597.189/0001-04,RT UNION RENDA FIXA FUNDO DE INVESTIMENTO,0
2023-03-09,01.597.275/0001-17,ITAÚ RENDA FIXA FLOOR - FUNDO DE INVESTIMENTO,1532116367.35
2021-11-12,01.597.964/0001-21,GUIDE BRASIL PLURAL HIGH YIELD FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,0
2023-03-09,01.599.628/0001-18,ITAÚ CORP PLUS RENDA FIXA REFERENCIADO DI - FICFI,5127607629.94
2020-10-09,01.601.389/0001-93,NIC FUNDO DE INVESTIMENTO EM ACOES,0
2018-09-18,01.601.394/0001-04,ITAÚ PERFIL RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO FUNDO DE INVESTIMENTO,0
2010-06-21,01.601.396/0001-95,,0
2012-11-23,01.601.404/0001-01,,205900255.1
2023-03-09,01.603.578/0001-03,ICATU VANGUARDA XI FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,13315786.93
2023-03-09,01.605.280/0001-24,WESTERN ASSET DI MASTER FICFI RENDA FIXA REFERENCIADO,32356680.19
2018-05-11,01.605.448/0001-00,MB ESPECIAL RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0
2010-11-12,01.606.427/0001-09,,0
2023-03-09,01.606.509/0001-45,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO PGBL/VGBL FUTURE COMPOSTO II,51419963.64
2023-03-09,01.606.543/0001-10,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ALOCAÇÃO MODERADA,242055196.52
2023-03-09,01.606.544/0001-64,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO GOLDEN PROFIT DINÂMICO,23479904.72
2023-03-09,01.606.545/0001-09,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA MACRO,636439292.71
2023-03-09,01.606.546/0001-53,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA MERCÚRIO,158526931.34
2013-01-15,01.606.549/0001-97,,58871519.34
2023-03-09,01.606.552/0001-00,BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO PLUS,1947151084.35
2023-03-09,01.608.399/0001-50,CSHG TOP AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,83717537.71
2023-03-09,01.608.572/0001-10,BB TOP RF MODERADO FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI LONGO PRAZO,13515467931.97
2023-03-09,01.608.573/0001-65,BB TOP RENDA FIXA CURTO PRAZO FUNDO DE INVESTIMENTO,76005652451.25
2021-10-21,01.611.293/0001-06,BFPP MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0
2013-05-16,01.611.302/0001-69,,0
2015-07-08,01.611.313/0001-49,,0
2023-03-09,01.613.104/0001-34,ITAU PRIVATE CONSERVADOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA,14575488.51
2012-11-05,01.613.782/0001-05,,491400445.96
2012-08-17,01.615.690/0001-56,,0
2023-03-09,01.615.744/0001-83,SANTANDER FI RF REFERENCIADO DI CRÉDITO PRIVADO EQUILÍBRIOADVANCED FIC FI,6127050776.41
2023-03-09,01.616.137/0001-38,FUNDO DE INVESTIMENTO EM COTAS DE FDOS DE INVEST VOYAGER DI - RENDA FIXA REFERENCIADO DI - EXCLUSIVO,1468096.51
2017-07-04,01.616.228/0001-73,WESTERN ASSET PRIVATE DURATION FIC FI RENDA FIXA,0
2014-02-27,01.616.407/0001-00,,0
2012-09-26,01.617.203/0001-94,,0
2012-05-11,01.619.647/0001-69,,0
2023-03-09,01.620.027/0001-40,FUNDO DE INVESTIMENTO PB NICE MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,20584972.78
2015-04-14,01.620.420/0001-33,,0
2023-03-09,01.620.606/0001-92,WESTERN ASSET BALANCEADO MULTIMERCADO FUNDO DE INVESTIMENTO,2837979.21
2015-01-15,01.620.845/0001-42,,0
2023-03-09,01.622.154/0001-88,BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA HOUSTON,952468874.53
2015-07-06,01.622.230/0001-55,,49663033.97
2023-03-09,01.623.379/0001-59,FPP FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO MODERADO,588462277.42
2013-08-27,01.623.385/0001-06,,38400383.87
2010-11-05,01.623.386/0001-50,,0
2023-03-08,01.623.389/0001-94,TRADIÇÃO Q FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,24014115.44
2015-11-12,01.623.393/0001-52,,0
2023-03-09,01.623.535/0001-81,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,689855198.69
2023-03-09,01.623.538/0001-15,BORSEN RENDA FIXA FUNDO DE INVESTIMENTO,33358858.68
2023-03-09,01.623.857/0001-20,SANTANDER FIC FI PB MODERADO MULTIMERCADO,25465048.23
2023-03-09,01.624.111/0001-31,BECSUPER - FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI,17499851.49
2023-03-09,01.624.178/0001-76,ITAÚ LION RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,6660939.69
2023-03-09,01.624.283/0001-05,ICATU VANGUARDA FUNDO DE INVESTIMENTO MULTIMERCADO FEF CD,190213957.8
2023-03-09,01.624.316/0001-17,ITAÚ RENDA FIXA REFERENCIADO DI - FUNDO DE INVESTIMENTO,23733434490.43
2023-03-09,01.625.681/0001-46,SAFRA EXECUTIVE SPECIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA,17589226.47
2023-03-09,01.625.682/0001-90,SANTANDER PULP MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,399684247.24
2017-10-16,01.626.781/0001-97,FIBRA VIC - FUNDO DE INVESTIMENTO EM AÇÕES,0
2016-02-24,01.626.802/0001-74,,0
2023-03-09,01.626.952/0001-88,TARGET II FUNDO DE INVESTIMENTO MULTIMERCADO LONGO PRAZO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,48574207.96
2023-03-09,01.626.956/0001-66,ITAÚ K2 MULTIMERCADO - FUNDO DE INVESTIMENTO,289088940.39
2023-03-09,01.626.961/0001-79,FUNDO DE INVESTIMENTO RENDA FIXA AROEIRA,2072260688.82
2012-10-08,01.627.020/0001-50,,0
2023-03-09,01.627.516/0001-23,SICREDI - FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO RESGATE FÁCIL,653762940.85
2023-03-09,01.630.152/0001-30,SANTANDER FUNDO DE INVESTIMENTO BREMEN MULTIMERCADO,581085390.4
2023-03-09,01.630.558/0001-13,SANTANDER RF REF DI FI,43918326773.94
2023-03-08,01.631.246/0001-24,CONSERVADOR FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,135440140.99
2010-08-26,01.631.247/0001-79,,212554972.13
2023-03-09,01.634.642/0001-05,LEVE BD FUNDO DE INVESTIMENTO MULTIMERCADO,1006822543.2
2014-05-15,01.634.643/0001-50,,0
2014-09-11,01.634.644/0001-02,,0
2014-07-24,01.641.591/0001-49,,12898250.01
2013-11-25,01.641.592/0001-93,,0
2023-03-09,01.643.271/0001-28,FCOPEL FUNDO DE INVESTIMENTO EM ACOES II,71080212.07
2020-02-28,01.645.916/0001-61,FINACAP FUNDO DE INVESTIMENTO EM AÇÕES,0.03
2019-03-07,01.653.201/0001-50,GRAU SAVANA FUNDO DE INVESTIMENTO MULTIMERCADO,0
2023-03-09,01.655.956/0001-94,SANTANDER RF REFERENCIADO DI PREMIUM FI,1933219685.2
2023-03-09,01.656.101/0001-88,MCR-PRINCIPAL FUNDO DE INVESTIMENTO EM AÇÕES - BDR NÍVEL I,306985448.09
2012-03-26,01.656.839/0001-45,,289627
2011-01-26,01.661.746/0001-09,,74814.26
2010-11-17,01.662.462/0001-37,,5145672.53
2016-02-29,01.663.433/0001-90,,0
2016-06-30,01.665.498/0001-74,,20307793.54
2022-04-06,01.671.480/0001-85,SANTOS VIRTUAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,3430358.41
2023-03-09,01.675.497/0001-00,PLURAL AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,255645178.21
2023-03-09,01.678.491/0001-97,WESTERN ASSET MULTIRENDA 30 FIC FI MULTIMERCADO,3059457.99
2022-03-24,01.691.622/0001-76,BRADESCO FUNDO DE INVESTIMENTO EM AÇÕES EQUITIES,0
2023-03-09,01.699.688/0001-02,SANTANDER FI IBOVESPA ATIVO INSTITUCIONAL AÇÕES,281690301.44
2013-01-23,01.702.241/0001-45,,0
2017-12-18,01.705.007/0001-71,SUMITOMO MITSUI PREV FUNDO DE INVESTIMENTO RENDA FIXA,0
2012-03-08,01.711.929/0001-91,,0
2015-01-05,01.715.238/0001-66,,0
2016-04-11,01.715.301/0001-64,,38399499.72
2016-07-11,01.715.969/0001-01,LIFE FUNDO DE INVESTIMENTO EM AÇÕES,0
2014-05-23,01.718.950/0001-19,,0
2010-12-10,01.721.895/0001-16,,0
2023-03-09,01.723.830/0001-00,PROSPERO FUNDO DE INVESTIMENTO EM AÇÕES,1072043.38
2015-10-09,01.727.316/0001-42,,3618597.81
2020-01-27,01.727.341/0001-26,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES III,0
2017-11-07,01.728.980/0001-06,BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO IDEAL,260343.29
2017-11-08,01.731.977/0001-41,FUNDO DE INVESTIMENTO MULTIMERCADO MULTIPLY VARIABLE,0
2023-03-09,01.745.808/0001-60,PAVA FUNDO DE INVESTIMENTO DE AÇÕES,118498283.82
2011-04-15,01.753.082/0001-08,,0
2023-03-09,01.753.087/0001-30,COMPOSITE AÇÕES FUNDO DE INVESTIMENTO EM AÇÕES,62915646.56
2023-03-09,01.757.217/0001-03,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO MAIS,3448571.74
2023-03-09,01.776.200/0001-01,CLIC FUNDO DE INVESTIMENTO EM AÇÕES,21587818.73
2017-05-25,01.777.618/0001-25,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO ESFERA MULTIMERCADO - CRÉDITO PRIVADO,0
2013-09-20,01.782.383/0001-60,,0
2023-03-09,01.789.400/0001-90,WESTERN ASSET IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM AÇÕES,7388974.04
2017-10-30,01.789.845/0001-70,TOKYO-MITSUBISHI UFJ JUMP FUNDO DE INVESTIMENTO CAMBIAL DÓLAR,0
2012-11-07,01.789.878/0001-10,,0
2011-11-16,01.800.490/0001-73,,0
2015-06-30,01.815.404/0001-04,,19210085.42
2023-03-09,01.822.655/0001-08,BANRISUL MASTER FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO-DI DE LONGO PRAZO,2324273005.98
2023-03-09,01.823.373/0001-25,GAP ABSOLUTO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,698742808.56
2015-07-01,01.842.560/0001-56,,0
2011-10-04,01.842.562/0001-45,,0
2010-09-01,01.871.099/0001-60,,101778513.97
2023-03-09,01.873.685/0001-43,BB MAXI FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO,3475254526.99
2015-10-14,01.879.280/0001-12,,0
2023-03-09,01.884.229/0001-07,ICATU VANGUARDA CAP SOBERANO FUNDO DE INVESTIMENTO RENDA FIXA,971778951.15
2023-03-09,01.889.170/0001-31,ITAÚ BBA ÍCARUS RENDA FIXA CURTO PRAZO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,19563059.29
2011-07-04,01.891.007/0001-03,,0
2016-11-14,01.893.572/0001-00,FÊNIX FUNDO DE INVESTIMENTO EM AÇÕES,3830348.3
2023-03-09,01.912.197/0001-06,FPRV1 SABIÁ FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,9195037397.56
2016-11-07,01.919.660/0001-33,BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO ADVANCED,137192.26
2010-07-16,01.937.620/0001-14,,0
2011-03-03,01.955.458/0001-67,,0
2014-09-08,01.957.832/0001-63,,0
2023-03-09,01.960.341/0001-71,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA CURTO PRAZO VERSÁTIL,20475033.69
2010-12-16,01.960.689/0001-69,,135541265.94
2012-11-14,01.963.328/0001-76,,0
2011-12-01,01.969.152/0001-60,,0
2021-08-18,01.972.290/0001-06,QUARTZO PREVIDENCIÁRIO RENDA FIXA - FUNDO DE INVESTIMENTO,0
2023-01-09,01.972.291/0001-42,,0
2011-01-13,01.972.294/0001-86,,0
2023-03-09,01.972.663/0001-30,SUPER PREMIUM RENDA FIXA REFERENCIADO DI - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,20536311.14
2020-02-14,01.972.701/0001-55,,0
2023-03-09,01.975.502/0001-09,ALFA ITAIPAVA-FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO - IP,834377298.97
2023-03-09,01.978.445/0001-03,BRB FUNDO DE INVESTIMENTO MULTIMERCADO LONGO PRAZO BRASÍLIA,8981150.56
2012-12-27,01.982.139/0001-40,,0
2010-12-16,01.984.958/0001-27,,355907864.44
2023-03-09,01.991.762/0001-60,BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO PRINCIPAL PROTEGIDO,970945.29
2017-09-29,01.995.974/0001-15,BB PRIME 18 FUNDO DE INVESTIMENTO RENDA FIXA,0
2023-03-09,01.996.007/0001-78,BB RENDA FIXA REFERENCIADO DI LP PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,4593835558.67
2017-05-22,01.999.385/0001-05,BANESTADO 7818 RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0
2023-03-09,02.010.147/0001-98,BB RENDA FIXA CURTO PRAZO CLÁSSICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,1586167732.29
2023-03-09,02.010.153/0001-45,,15920528.4
2014-04-14,02.010.885/0001-35,,0
2014-10-06,02.018.781/0001-77,,0
2023-03-09,02.020.528/0001-58,BB AÇÕES ENERGIA FUNDO DE INVESTIMENTO,243642363.89
2016-04-15,02.025.056/0001-26,,0
2015-12-10,02.027.439/0001-33,,0
2019-11-12,02.033.688/0001-31,,0
2023-03-09,02.037.763/0001-32,FUNDO DE INVESTIMENTO RENDA FIXA MAPFRE MASTER IGPM,263274097.77
2023-03-09,02.039.468/0001-15,,3966345.73
2016-05-06,02.043.077/0001-74,,0
2012-12-06,02.047.046/0001-91,,151837.99
2014-11-07,02.047.460/0001-09,,0
2017-08-22,02.057.650/0001-07,BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA ENERGIA,1163771.41
2011-10-03,02.066.816/0001-43,,0
2023-03-09,02.081.341/0001-64,BAHIA AM FUNDO DE INVESTIMENTO CAMBIAL,28165265.39
2020-07-28,02.093.396/0001-94,FUNDO DE INVESTIMENTO BANESTES RESERVA CAPITALIZAÇÃO RENDA FIXA,0
2023-03-09,02.097.249/0001-92,SAFRA SETORIAL BANCOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,38922010.28
2023-03-09,02.097.252/0001-06,SAFRA MULTIDIVIDENDOS PB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,22615325.73
2023-03-09,02.097.253/0001-50,SAFRA PRIVATE FUNDO DE INVESTIMENTO EM AÇÕES,175220019.47
2015-10-22,02.097.256/0001-94,,2606208.59
2015-01-07,02.105.962/0001-30,,0
2011-06-17,02.105.965/0001-74,,0
2023-03-09,02.117.671/0001-62,ITAÚ CELI MULTIMERCADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,87211955.33
2022-11-16,02.120.736/0001-29,SAFRA EXECUTIVE PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA,0
2020-10-05,02.125.990/0001-10,,0
2023-03-09,02.127.428/0001-25,SUL AMÉRICA ESPECIAL FUNDO DE INVESTIMENTO RENDA FIXA,34550883.86
2018-03-15,02.129.653/0001-09,TOKYO-MITSUBISHI UFJ MIX FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,0
2023-03-09,02.131.724/0001-08,BANRISUL INFRA-ESTRUTURA FUNDO DE INVESTIMENTO EM AÇÕES,39676279.63
2023-03-09,02.131.725/0001-44,BANRISUL ÍNDICE FUNDO DE INVESTIMENTO EM AÇÕES,19734156.56
2023-03-09,02.138.442/0001-24,BRADESCO H FUNDO DE INVESTIMENTO AÇÕES DIVIDENDOS,33969363.52
2019-05-16,02.141.346/0001-35,GIATECH FUNDO DE INVESTIMENTO EM AÇÕES,0
2023-03-08,02.143.193/0001-65,,1178375.71
2023-03-09,02.143.194/0001-00,BRASIL PLURAL FUNDO DE INVESTIMENTO ENERGIE RENDA FIXA,185856690.09
2023-03-09,02.145.108/0001-06,ALFA SEGURADORA FUNDO DE INVESTIMENTO RENDA FIXA - INVESTIDOR PROFISSIONAL,279609378.47
2019-11-08,02.150.305/0001-05,BRADESCO FUNDO DE INVESTIMENTO CAMBIAL DÓLAR,0
2015-09-29,02.158.505/0001-04,,0
2019-02-22,02.161.137/0001-53,,0
2023-03-09,02.162.620/0001-52,,86985681.03
